87939;PINHEIRO MACHADO;13;VEREADOR;40591;GLACE MARIA SOARES BASTOS;40;PSB;FEMININO;3;ENSINO FUNDAMENTAL INCOMPLETO;581;DONA DE CASA
88730;SAO JOSE DO NORTE;13;VEREADOR;15444;LUCINEIA VAZ MACHADO;15;MDB;FEMININO;6;ENSINO MEDIO COMPLETO;999;OUTROS
87033;IGREJINHA;13;VEREADOR;17195;JOSE LOTARIO MALDANER;17;PSL;MASCULINO;2;LE E ESCREVE;206;INDUSTRIAL
86010;CERRO LARGO;13;VEREADOR;13613;LAURI FELIPE WILCHEN;13;PT;MASCULINO;7;SUPERIOR INCOMPLETO;601;AGRICULTOR
98299;JOIA;13;VEREADOR;20635;ALMIR ROGERIO LIMA DOS SANTOS;20;PSC;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;601;AGRICULTOR
86851;GUAIBA;13;VEREADOR;12625;JAIRO RIBEIRO DA SILVA;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;151;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO
85995;CAXIAS DO SUL;13;VEREADOR;14777;MARCO ANTONIO MENDES DONCATO;14;PTB;MASCULINO;7;SUPERIOR INCOMPLETO;999;OUTROS
89575;VERA CRUZ;13;VEREADOR;40400;LUIZ CARLOS SOUZA;40;PSB;MASCULINO;7;SUPERIOR INCOMPLETO;257;EMPRESARIO
86614;FLORES DA CUNHA;13;VEREADOR;14789;CRISTIANE FRANCA RIBEIRO;14;PTB;FEMININO;6;ENSINO MEDIO COMPLETO;999;OUTROS
86371;ERECHIM;13;VEREADOR;45666;SONIA MARIA GARCIA;45;PSDB;FEMININO;8;SUPERIOR COMPLETO;134;ASSISTENTE SOCIAL
85880;CASEIROS;13;VEREADOR;11600;DANIELA COMIN RODRIGUES;11;PP;FEMININO;8;SUPERIOR COMPLETO;265;PROFESSOR DE ENSINO FUNDAMENTAL
87467;PORTO MAUA;12;VICE-PREFEITO;11;JORGE BENVENUTO TAFFAREL;12;PDT;MASCULINO;8;SUPERIOR COMPLETO;169;COMERCIANTE
86185;MORRO REDONDO;13;VEREADOR;13033;VALDENIR ESLABAO DOS SANTOS;13;PT;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
85081;EREBANGO;13;VEREADOR;11444;ALEXANDRE ZANCANARO;11;PP;MASCULINO;6;ENSINO MEDIO COMPLETO;707;TRABALHADOR METALURGICO E SIDERURGICO
88382;ITAARA;13;VEREADOR;15999;CLEBERSON MENDES SILVA;15;MDB;MASCULINO;6;ENSINO MEDIO COMPLETO;257;EMPRESARIO
86746;GENTIL;13;VEREADOR;12312;ALVAIR ZILLI;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
89613;VIADUTOS;13;VEREADOR;40240;CHALES IVO SOARES;40;PSB;MASCULINO;6;ENSINO MEDIO COMPLETO;537;MOTORISTA PARTICULAR
88013;PORTO ALEGRE;13;VEREADOR;10150;ROBERTO RIVELINO FONTELA DA SILVA;10;REPUBLICANOS;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;999;OUTROS
86797;GIRUA;13;VEREADOR;13123;RICARDO ROGERIO JURENICK;13;PT;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;170;COMERCIARIO
88382;ITAARA;13;VEREADOR;17006;MAGNO FRAGA VARGAS;17;PSL;MASCULINO;6;ENSINO MEDIO COMPLETO;257;EMPRESARIO
89516;URUGUAIANA;13;VEREADOR;13222;ANA ELIZABETH RIBEIRO CARDOSO;13;PT;FEMININO;8;SUPERIOR COMPLETO;265;PROFESSOR DE ENSINO FUNDAMENTAL
85600;VISTA ALEGRE;13;VEREADOR;11511;IEDA MARIA ZANETTE ZANATTA;11;PP;FEMININO;8;SUPERIOR COMPLETO;581;DONA DE CASA
86916;HORIZONTINA;13;VEREADOR;11616;LUCAS EDIO STOLL;11;PP;MASCULINO;8;SUPERIOR COMPLETO;131;ADVOGADO
87076;ILOPOLIS;13;VEREADOR;11124;ROSIMAR GONCALVES MOSENA;11;PP;FEMININO;3;ENSINO FUNDAMENTAL INCOMPLETO;298;SERVIDOR PUBLICO MUNICIPAL
86541;CENTENARIO;13;VEREADOR;11456;ANDERSON LUIS BABINSKI;11;PP;MASCULINO;6;ENSINO MEDIO COMPLETO;278;VEREADOR
88188;DILERMANDO DE AGUIAR;13;VEREADOR;40123;JOAO CARLOS ALVES DOS SANTOS;40;PSB;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;541;MECANICO DE MANUTENCAO
85464;CRISTAL;13;VEREADOR;15150;MARI ITALIA GONCALVES SECCHI;15;MDB;FEMININO;6;ENSINO MEDIO COMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
88994;SAPIRANGA;13;VEREADOR;11678;VALDIR JOSE CARDOSO;11;PP;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
85537;BUTIA;13;VEREADOR;13888;EDSON DA SILVA LEAL;13;PT;MASCULINO;8;SUPERIOR COMPLETO;132;PSICOLOGO
84972;IBARAMA;13;VEREADOR;15610;JOSE DOMINGOS KLEINPAUL;15;MDB;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;601;AGRICULTOR
87262;NOVO BARREIRO;13;VEREADOR;14567;ELISER DE LIMA CASSARIEGO;14;PTB;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;601;AGRICULTOR
85790;CAMPO NOVO;13;VEREADOR;40222;SADI ANTONIO DA SILVA;40;PSB;MASCULINO;5;ENSINO MEDIO INCOMPLETO;606;TRABALHADOR RURAL
85413;BENTO GONCALVES;13;VEREADOR;51155;TATIANA PANHO LAZZARI;51;PATRIOTA;FEMININO;2;LE E ESCREVE;999;OUTROS
85936;CARLOS BARBOSA;12;VICE-PREFEITO;11;BEATRIZ MARTIN BIANCO;11;PP;FEMININO;8;SUPERIOR COMPLETO;922;SERVIDOR PUBLICO CIVIL APOSENTADO
89672;PALMARES DO SUL;13;VEREADOR;14000;MARIA DE FATIMA ARAUJO DOS SANTOS;14;PTB;FEMININO;5;ENSINO MEDIO INCOMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
86851;GUAIBA;13;VEREADOR;17017;MIGUEL DUARTE CRIZEL;17;PSL;MASCULINO;2;LE E ESCREVE;278;VEREADOR
88170;RIO PARDO;13;VEREADOR;22345;ELTON MARQUES BARRETO;22;PL;MASCULINO;2;LE E ESCREVE;703;ELETRICISTA E ASSEMELHADOS
86673;FREDERICO WESTPHALEN;13;VEREADOR;11555;ELIZETE BUZATTO;11;PP;FEMININO;8;SUPERIOR COMPLETO;134;ASSISTENTE SOCIAL
89222;FORQUETINHA;13;VEREADOR;11192;MAIARA CRISTINE BORN;11;PP;FEMININO;6;ENSINO MEDIO COMPLETO;581;DONA DE CASA
98230;BOM PRINCIPIO;13;VEREADOR;11222;ADRIANO ARTUS;11;PP;MASCULINO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
88706;SETE DE SETEMBRO;13;VEREADOR;12800;LAERTI CORIM;12;PDT;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;601;AGRICULTOR
87750;PAIM FILHO;13;VEREADOR;11411;ORIDES ANTONIO SERPA ESPELOCIN;11;PP;MASCULINO;5;ENSINO MEDIO INCOMPLETO;999;OUTROS
85707;SEDE NOVA;13;VEREADOR;45777;ONEIDE ASSUNCAO DA SILVA;45;PSDB;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;257;EMPRESARIO
86851;GUAIBA;13;VEREADOR;45015;LUCIANO OLIVEIRA MEDRONHA;45;PSDB;MASCULINO;6;ENSINO MEDIO COMPLETO;537;MOTORISTA PARTICULAR
88650;SAO FRANCISCO DE ASSIS;13;VEREADOR;15000;LEONARDO TAILOR DE OLIVEIRA PILAR;15;MDB;MASCULINO;6;ENSINO MEDIO COMPLETO;298;SERVIDOR PUBLICO MUNICIPAL
85910;CARAZINHO;13;VEREADOR;10300;SIMONE DA SILVA VIEIRA DA ANUNCIACAO;10;REPUBLICANOS;FEMININO;6;ENSINO MEDIO COMPLETO;257;EMPRESARIO
87963;TIRADENTES DO SUL;13;VEREADOR;11232;CRISTIANE RODRIGUES DOS SANTOS;11;PP;FEMININO;8;SUPERIOR COMPLETO;601;AGRICULTOR
85901;ITACURUBI;13;VEREADOR;12608;DIONES DE LOURENCO CAMARGO;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
87858;PASSO FUNDO;13;VEREADOR;40722;ANDREZA GUARIENTI;40;PSB;FEMININO;8;SUPERIOR COMPLETO;125;ADMINISTRADOR
87963;TIRADENTES DO SUL;13;VEREADOR;45780;RICARDO JOSE HARTMANN;45;PSDB;MASCULINO;6;ENSINO MEDIO COMPLETO;534;MARINHEIRO CIVIL, CANOEIRO, EMBARCADO E ASSEMELHADOS
88439;SANTANA DA BOA VISTA;13;VEREADOR;13222;SAIMON DA ROSA CARVALHO FERREIRA;13;PT;MASCULINO;6;ENSINO MEDIO COMPLETO;999;OUTROS
85898;CANOAS;13;VEREADOR;14666;JUARES CARLOS HOY;14;PTB;MASCULINO;8;SUPERIOR COMPLETO;278;VEREADOR
85111;ALVORADA;13;VEREADOR;13123;NILTO DO NASCIMENTO RODRIGUES;13;PT;MASCULINO;6;ENSINO MEDIO COMPLETO;512;CABELEIREIRO E BARBEIRO
84816;NOVA HARTZ;13;VEREADOR;40789;MICHELE DAIANA HORN;40;PSB;FEMININO;2;LE E ESCREVE;999;OUTROS
87696;NOVA PRATA;13;VEREADOR;15180;NEUZA MARIA RESCHKE BERQUO;15;MDB;FEMININO;8;SUPERIOR COMPLETO;999;OUTROS
87246;NOVA SANTA RITA;13;VEREADOR;25000;SEBASTIAO DARCISO SIQUEIRA;25;DEM;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;999;OUTROS
87955;PIRATINI;13;VEREADOR;14005;ALANA DA ROCHA NUNES;14;PTB;FEMININO;2;LE E ESCREVE;581;DONA DE CASA
87262;NOVO BARREIRO;13;VEREADOR;40123;ELENIR DA SILVA THIEL;40;PSB;FEMININO;4;ENSINO FUNDAMENTAL COMPLETO;601;AGRICULTOR
85596;CACHOEIRA DO SUL;13;VEREADOR;13123;LUCAS ALDI DA SILVA LOPES;13;PT;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;536;TAXISTA
89630;VIAMAO;13;VEREADOR;70170;ROBERTO CARLOS SALAZAR;70;AVANTE;MASCULINO;6;ENSINO MEDIO COMPLETO;169;COMERCIANTE
87033;IGREJINHA;13;VEREADOR;17101;ANITA SCHIMITT CAPITANI;17;PSL;FEMININO;2;LE E ESCREVE;999;OUTROS
86371;ERECHIM;13;VEREADOR;65100;MARCOS ROGERIO BARBOSA;65;PC do B;MASCULINO;8;SUPERIOR COMPLETO;531;MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
88013;PORTO ALEGRE;13;VEREADOR;13001;BERNARDO LUCERO DE CARLI;13;PT;MASCULINO;7;SUPERIOR INCOMPLETO;265;PROFESSOR DE ENSINO FUNDAMENTAL
86282;ALTO FELIZ;13;VEREADOR;15888;JAIR JOSE KLAGENBERG;15;MDB;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;298;SERVIDOR PUBLICO MUNICIPAL
88390;SANTA CRUZ DO SUL;13;VEREADOR;14614;MARCEL VALNIR KNAK;14;PTB;MASCULINO;7;SUPERIOR INCOMPLETO;164;MUSICO
87955;PIRATINI;13;VEREADOR;12111;LETICIA MARQUES FERREIRA;12;PDT;FEMININO;6;ENSINO MEDIO COMPLETO;257;EMPRESARIO
88080;VALE REAL;13;VEREADOR;45000;VOLMIR KASPARY;45;PSDB;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;713;CARPINTEIRO, MARCENEIRO E ASSEMELHADOS
85723;TUPANDI;13;VEREADOR;14777;DALVAN REUSE RECH;14;PTB;MASCULINO;7;SUPERIOR INCOMPLETO;931;ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS
84948;AGUA SANTA;13;VEREADOR;15566;MARILDA ZANDONA DA ROSA;15;MDB;FEMININO;8;SUPERIOR COMPLETO;113;ENFERMEIRO
87912;PELOTAS;13;VEREADOR;43007;PAULO ROGERIO COSTA BARRETO;43;PV;MASCULINO;7;SUPERIOR INCOMPLETO;168;ATLETA PROFISSIONAL E TECNICO EM DESPORTOS
87033;IGREJINHA;13;VEREADOR;13311;LEONARDO BACKES;13;PT;MASCULINO;8;SUPERIOR COMPLETO;265;PROFESSOR DE ENSINO FUNDAMENTAL
89630;VIAMAO;13;VEREADOR;12500;FLAVIO AVILA DE FRAGA;12;PDT;MASCULINO;7;SUPERIOR INCOMPLETO;999;OUTROS
85596;CACHOEIRA DO SUL;13;VEREADOR;19777;ARLEI DE SOUZA;19;PODE;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;910;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
84867;GUABIJU;13;VEREADOR;11123;LUCIANE LUNARDI COSTENARO;11;PP;FEMININO;2;LE E ESCREVE;257;EMPRESARIO
87149;MORRO REUTER;13;VEREADOR;14100;LIZIANE FREITAS COLORIO;14;PTB;FEMININO;7;SUPERIOR INCOMPLETO;124;CONTADOR
98213;TEUTONIA;13;VEREADOR;55225;JONAS PEREIRA;55;PSD;MASCULINO;6;ENSINO MEDIO COMPLETO;257;EMPRESARIO
87050;IJUI;13;VEREADOR;40440;CARLOS ROBERTO JANSEN DE ANDRADE;40;PSB;MASCULINO;6;ENSINO MEDIO COMPLETO;703;ELETRICISTA E ASSEMELHADOS
86282;ALTO FELIZ;13;VEREADOR;45019;JESSICA FOLLMANN;45;PSDB;FEMININO;8;SUPERIOR COMPLETO;411;VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA
85596;CACHOEIRA DO SUL;13;VEREADOR;22502;DANIELA DENISE SANTOS DA ROSA;22;PL;FEMININO;5;ENSINO MEDIO INCOMPLETO;278;VEREADOR
88510;SANTIAGO;13;VEREADOR;11622;SILVIA DAIANE PACHECO  DINIZ COSTA;11;PP;FEMININO;8;SUPERIOR COMPLETO;109;AGENTE DE SAUDE E SANITARISTA
88889;PASSA SETE;13;VEREADOR;15015;LUCIARA KNAK;15;MDB;FEMININO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
88510;SANTIAGO;13;VEREADOR;11111;RAFAEL DA SILVEIRA NEMITZ;11;PP;MASCULINO;6;ENSINO MEDIO COMPLETO;166;LOCUTOR E COMENTARISTA DE RADIO E TELEVISAO E RADIALISTA
88510;SANTIAGO;13;VEREADOR;22022;CARLOS ANTONIO BRUNO TORELLY;22;PL;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;537;MOTORISTA PARTICULAR
85219;ARROIO DOS RATOS;13;VEREADOR;12555;JUAREZ DIAS DA SILVA;12;PDT;MASCULINO;5;ENSINO MEDIO INCOMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
89737;CAPAO DO LEAO;13;VEREADOR;11344;JOAO VITOR RODRIGUES CORREA;11;PP;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;702;OPERADOR DE APARELHOS DE PRODUCAO INDUSTRIAL
89117;SERTAO;13;VEREADOR;11406;LETICIA BELOMI MARINI;11;PP;FEMININO;6;ENSINO MEDIO COMPLETO;109;AGENTE DE SAUDE E SANITARISTA
85570;CACEQUI;13;VEREADOR;11123;AMAURI LIMA FRAGOSO;11;PP;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;999;OUTROS
87190;JACUTINGA;13;VEREADOR;14557;IVETE MULLER KASSNER;14;PTB;FEMININO;5;ENSINO MEDIO INCOMPLETO;601;AGRICULTOR
89354;TRAMANDAI;12;VICE-PREFEITO;77;ADRIANO PEREIRA GONCALVES;77;SOLIDARIEDADE;MASCULINO;7;SUPERIOR INCOMPLETO;257;EMPRESARIO
86029;FAXINALZINHO;11;PREFEITO;12;JAMES AYRES TORRES;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
89354;TRAMANDAI;13;VEREADOR;12222;JOSE JAIRO BUENO DA SILVA;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
85014;AGUDO;13;VEREADOR;12333;NATANAEL DE AZEVEDO DE OLIVEIRA;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
86550;FARROUPILHA;13;VEREADOR;11311;RENATO SEBASTIAO DOS SANTOS RIOS;11;PP;MASCULINO;6;ENSINO MEDIO COMPLETO;206;INDUSTRIAL
85200;CAMPOS BORGES;13;VEREADOR;12344;JOSE JOLCEMAR SOARES;12;PDT;MASCULINO;6;ENSINO MEDIO COMPLETO;923;APOSENTADO (EXCETO SERVIDOR PUBLICO)
87556;NAO-ME-TOQUE;13;VEREADOR;25000;DIEGO ANTONIO MAURER;25;DEM;MASCULINO;6;ENSINO MEDIO COMPLETO;601;AGRICULTOR
85774;CAMPO BOM;13;VEREADOR;40140;PAULO ROGERIO SOARES LEITES;40;PSB;MASCULINO;7;SUPERIOR INCOMPLETO;999;OUTROS
87297;LAJEADO;13;VEREADOR;45600;ILDO PAULO SALVI;45;PSDB;MASCULINO;8;SUPERIOR COMPLETO;132;PSICOLOGO
86207;SANTA MARIA DO HERVAL;13;VEREADOR;12345;NAIR HAUBERT SCHNEIDER;12;PDT;FEMININO;8;SUPERIOR COMPLETO;265;PROFESSOR DE ENSINO FUNDAMENTAL
87084;MONTE BELO DO SUL;13;VEREADOR;14999;ALUISIO CORBELINI;14;PTB;MASCULINO;4;ENSINO FUNDAMENTAL COMPLETO;257;EMPRESARIO
88889;PASSA SETE;11;PREFEITO;12;LAERSON FERRAZ DA SILVA;12;PDT;MASCULINO;7;SUPERIOR INCOMPLETO;257;EMPRESARIO
89397;TRES DE MAIO;13;VEREADOR;10700;ANDERSON AVILA LESSES;10;REPUBLICANOS;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;119;ALMOXARIFE
87874;PEDRO OSORIO;13;VEREADOR;12444;FLORA REGINA LIMA VASCONCELOS;12;PDT;FEMININO;6;ENSINO MEDIO COMPLETO;298;SERVIDOR PUBLICO MUNICIPAL
86053;CHIAPETTA;13;VEREADOR;45045;ELISETE CAMARGO SALES;45;PSDB;FEMININO;3;ENSINO FUNDAMENTAL INCOMPLETO;581;DONA DE CASA
85154;ANTONIO PRADO;12;VICE-PREFEITO;11;ELIAS ZULIAN;11;PP;MASCULINO;8;SUPERIOR COMPLETO;257;EMPRESARIO
87017;IBIRUBA;13;VEREADOR;10789;LEANDRO HEMANN;10;REPUBLICANOS;MASCULINO;8;SUPERIOR COMPLETO;411;VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA
88277;RONDINHA;13;VEREADOR;13333;SERGIO ANTONIO FORTES DA SILVA;13;PT;MASCULINO;6;ENSINO MEDIO COMPLETO;278;VEREADOR
85871;CANGUCU;13;VEREADOR;10888;UBIRAJARA DOMINGUES DUARTE;10;REPUBLICANOS;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;601;AGRICULTOR
85570;CACEQUI;13;VEREADOR;14444;RUAN BRUM CARAMES;14;PTB;MASCULINO;8;SUPERIOR COMPLETO;278;VEREADOR
88480;UNISTALDA;11;PREFEITO;15;LUIZ CARLOS ROSA;15;MDB;MASCULINO;8;SUPERIOR COMPLETO;131;ADVOGADO
88412;SANTA MARIA;13;VEREADOR;23300;ARTUR NAGEL HEINZ;23;CIDADANIA;MASCULINO;7;SUPERIOR INCOMPLETO;999;OUTROS
87998;PORTAO;13;VEREADOR;10026;MARCO AURELIO MACHADO DE ALMEIDA;10;REPUBLICANOS;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;999;OUTROS
86894;GUARANI DAS MISSOES;13;VEREADOR;13130;IVETE GRZELAK SZINWELSKI;13;PT;FEMININO;5;ENSINO MEDIO INCOMPLETO;581;DONA DE CASA
85073;ALEGRETE;13;VEREADOR;10100;DANIEL RICARDO OLIVEIRA BASTOS;10;REPUBLICANOS;MASCULINO;3;ENSINO FUNDAMENTAL INCOMPLETO;207;JARDINEIRO
89125;CAPAO BONITO DO SUL;12;VICE-PREFEITO;14;LUIZ ANTONIO DA SILVA OLIVEIRA;14;PTB;MASCULINO;8;SUPERIOR COMPLETO;131;ADVOGADO
